mobai_00001.wav|hôm qua thì tớ đang mở bài dở đúng hông? Để tớ mở bài tiếp nhớ! Ờm, lên đến đại học thì có mình tớ ở nơi hoang vu à, tớ không có đứa bạn cấp ba nào luôn, nên là kiểu mình.
mobai_00002.wav|được đà ở một nơi mới, toàn những con người mới thế là tớ đổi trắng thay đen luôn. Trang giấy mới nên là cũng có nhiều sự thay đổi. Nhà tớ thì gọi là đủ điều kiện.
mobai_00003.wav|cho những thứ mà tớ cần còn những thứ mà tớ muốn ý thì phải tự kiếm tự lăn vào bếp rồi tự nấu tự ăn. Nên là trông thì cũng khá là nghị lực kiểu hay tìm tòi mày mò.
mobai_00004.wav|mò linh tinh để mình kiếm tiền tiêu, xong rồi tôi cũng không có định kiến gì cả, kiểu không có chấp niệm về kim chỉ nam đạo đức. Tức là tớ sẽ nghĩ là nếu mà mình không làm thì.
mobai_00005.wav|kiểu gì cũng sẽ có người khác làm ý. Miễn là mình mình không cấn mà nó không đụng chạm về pháp luật, không đi tù là được. ấy nên đa phần cái gì mà nhiều tiền mà tớ thấy không sượng quá thì tớ.
mobai_00006.wav|đều làm hết. Nên là kiểu từ hồi năm hai thì tớ đã nhận làm hộ đề án tốt nghiệp của mấy ngành bên Bách khoa cho năm ba với năm tư. Kiểu mấy ngành liên quan một tí như là tự động hóa hoặc là ai ti thì đương nhiên rồi.
mobai_00007.wav|như là tự động hóa hoặc là ai ti thì đương nhiên rồi. Hồi đấy thì cũng không biết làm đâu nhưng mà hay phét. Phét nên là người ta vẫn tin, người ta vẫn thuê. Xong rồi, lúc đấy tớ mới học để làm. 
mobai_00008.wav|Nhưng mà nói chung là vẫn làm được thì cũng tín. Xong rồi tớ đi thi hộ này, tớ còn đi thuyết trình hộ, không thiếu trường nào luôn. Bách Khoa này, trường tớ này, pê tít, ép pi ti.
mobai_00009.wav|nêu, chắc trừ mỗi ngoại thương thôi vì trường ý thì không cần tớ. Mà kiểu tớ tớ đi thi hộ, xong rồi tớ cầm cái thẻ tên của bạn ý, bạn nào tớ cũng nhập vai lắm.
mobai_00010.wav|phòng thi tự tin nên là trộm vía chưa bị bắt bao giờ. Xong rồi thì đi cốt thuê thì cái này là nhiều nhất, kiểu mỗi mảng sẽ đụng một tí để cho học được nhiều ấy, đi dạy gia sư này.
mobai_00011.wav|đợt dịch tớ còn mở trung tâm tiếng anh nữa. Rồi ở Hà Nội thì là đi làm thuyết minh lịch sử ở chỗ nhà tù Hỏa Lò. Tớ làm trung gian phiên dịch cho mấy công ty.
mobai_00012.wav|để người ta đấu thầu này xong rồi dịch cả cabin live hội trường nữa. Nói chung là cứ cái gì mà ra tiền thì tớ cũng làm hết. Kiểu người ta cứ offer gì là tớ cũng nhận, được cái là không.
mobai_00013.wav|không ngoan, không giỏi, nhưng mà cần cù. Mỗi tội là hơi xấu tính thôi. Hôm qua tớ đang kể cậu là tớ không ngoan thì hôm nay tớ nói một tý về, một chút về mấy cái.
mobai_00014.wav|Tiêu cực của tớ. Bình thường tớ cũng chả đụng chạm ai bao giờ luôn, nhưng mà ai mà làm tớ ngứa người một tý thì tớ hay có cái trò đó là passive aggressive, cái kiểu mà gây hấn thụ động ý.
mobai_00015.wav|để tớ cho cậu một ví dụ nhá, là hồi năm ba thì bọn tớ có một cái môn là môn quản lý dự án môn này là môn dành cho các sếp, các si i ô tương lai thì thầy bảo bọn tớ là.
mobai_00016.wav|cái em học xong môn này nhưng mà chắc phải tầm mười, hai mươi năm nữa mới được dùng cơ. Thì buổi đầu tiên thì thầy có một cái luật là không được dùng laptop, chỉ được dùng vở ghi thôi bở vì dùng máy tính mà.
mobai_00017.wav|thì giới trẻ nó không kiểm soát được hành vi, hay ngứa tay xong rồi học, học nó không được hiệu quả thì cũng đúng thôi. Nhưng mà tớ nghĩ là ờ, cái này lại không đúng với tớ lắm mà kiểu tớ thấy sai sai là.
mobai_00018.wav|tớ sẽ thắc mắc chứ tớ không kiểu gọi là thầy ra luật xong mình ngậm ngùi, nhập gia nhập gia tùy tục đâu. Nhưng mà nói chung là tớ tớ là tớ cũng biết điều nên là không phải.
mobai_00019.wav|kiểu thầy vừa nói xong một phát là tớ bất đồng ngay với thầy luôn. Kiểu, học sinh láo láo của tớ là vẫn học sinh ngoan. Thế là thầy bảo xong là tớ cất máy luôn, xong rồi tớ ngồi tớ ghi chép giống các bạn bình thường.
mobai_00020.wav|hôm đầu nhưng mà hôm sau là tớ sẽ đến lớp sớm. Xong rồi tớ mở, mở laptop sẵn trước khi thầy vào rồi. Thì lúc sau thì thầy bảo là, các bạn cất laptop đi thì cả lớp ý, cả lớp là.
mobai_00021.wav|có một mình tớ là tớ không cắt thôi, nhưng mà thầy không nói gì cả. Xong rồi, trong lúc đầu học ấy thì tớ gọi là eye-contact, mắt chạm mắt không rời với thầy luôn để thầy biết là tớ đang.
mobai_00022.wav|rất là tập trung thì lúc sau thì thầy vừa giảng thầy vừa đi xuống lớp ý, xong rồi thầy ra thầy đứng cạnh tớ, để xem là tớ đang gõ gõ cái gì. Xong rồi thầy hỏi là tại sao thầy bảo em cất máy mà em không cất máy.
mobai_00023.wav|đi thì tớ mới bảo là tớ giải thích với thầy là đây là hệ thống note của em, xong rồi như này như này như kia. Đấy xong thầy kiểu, ô kê, thầy cũng thấy hợp lý đấy.
mobai_00024.wav|đấy xong rồi thầy bảo là thầy sẽ cho bạn này dùng. Thầy thì kiểu rất là chuyên nghiệp luôn, tức là bình thường thì các thầy cô vẫn thi thoảng nói tiếng việt, nhưng mà thầy là nói tiếng anh một trăm phần trăm luôn, xong với cái ác.
mobai_00025.wav|accent của thầy ý, là thầy, gọi là việt, semi nhật một tí vì thầy du học ở bên nhật, xong rồi thầy cũng làm việc đó mấy năm liền. Xong rồi đến một buổi, là có một bạn nam.
mobai_00026.wav|bạn ý hay ngồi đầu thì bạn ý ý kiến với lớp là thầy ơi thầy có thể nói tiếng việt được không, em không hiểu một cái gì hết, mà xong rồi bạn ấy bảo là em có bằng ielts tám chấm năm ấy.
mobai_00027.wav|em mà không hiểu thì nói gì các bạn. Ấy, lúc ý bạn ý bảo thế. Thì bạn này là background là, boy hà nội này, boy phố, xong rồi cũng học sinh giỏi quốc gia rồi có giải, tuyển thẳng mà.
mobai_00028.wav|kiểu víp víp đầu vào ý. thì ấy, lúc đấy là tớ nghe phát xong là tớ, tớ bị ngứa tai luôn. Không phải là tớ kiểu, tớ chảnh, à ờ, gọi là gì nhà, ga tô hay gì mà là.
mobai_00029.wav|mà mình thấy là mình đã từng ở cái vị trí đấy, là kiểu cái cái thời mà kiểu tự tin xong rồi coi trời là vung, oai phong ý, vì lúc đấy mình vẫn chưa biết người biết ta thế là lúc đấy tớ mới nghĩ là.
mobai_00030.wav|thôi được rồi để hôm nay tớ sẽ dạy cho cậu một bài học với giá phải chăng. Đấy là câu, tớ hay nói hồi đi học, vì tớ, hồi đấy, tớ dạy nhiều người với một cái giá phải chăng lắm, ấy nhưng nó phải là cái kiểu của.
mobai_00031.wav|tớ, cái kiểu cái kiểu mà passive aggresive, cái kiểu thụ động cơ. Thì mình không chỉ đích nó, thì lúc ấy nó mới cay, nó không nó cay nhưng mà nó không làm gì được mình ý.
mobai_00032.wav|thế là lúc ý thằng ấy nó nói xong thì là, không khí nó rất là yên lặng luôn, kiểu mọi người đang bảo, uầy, thằng này bật cả thầy.  Xong thầy cũng chưa nói gì, tớ nghĩ là thầy đang, kiểu trong đầu thầy.
mobai_00033.wav|nghĩ là: không được đấm học sinh,  không được đấm học sinh, kiểu thầy đang tịnh tâm ý, thầy đang giữ bình tĩnh. Thì lúc đấy tớ là cái người mà phá tan cái bầu không khí đấy, tớ giơ tay xong rồi thầy.
mobai_00034.wav|gọi tớ luôn, mà cái tình huống lúc ý là kiểu, ờ, lúc ấy thì tớ đi học thì tớ cũng có mấy đứa tớ chơi thân rồi nhưng mà bọn nó đều bị kiểu học dốt tiếng anh ý tại vì.
mobai_00035.wav|đầu vào ngành công nghệ thông tin thì là khối a nhiều hơn khối a một, nhưng mà mọi người học chất lượng cao thì lại là một trăm phần trăm tiếng anh, thế là tớ đi học nhưng mà lúc.
mobai_00036.wav|lúc ấy là tớ đã bắt đầu kiểu nhập vai thầy giáo rồi, gọi là thầy giáo thứ hai trong lớp luôn, xong rồi tớ gọi là phụ trách ba cái bàn ở đấy, bàn của tớ này, bàn ở dưới, với là có vài đứa.
mobai_00037.wav|ngồi bàn trên, bọn nó quay xuống. Thì nhiệm vụ của tớ là, tức là bình thường tớ, tớ học thì thầy nói đến đâu là tớ nốt đến đây luôn. Mà cái kiểu nốt của tớ là tớ nốt kiểu dictation.
mobai_00038.wav|tức là note từng chữ một luôn, không sót một cái gì hết. Tại vì tớ gõ rất là nhanh, xong rồi mồm tớ thì, tớ sẽ transcript, tớ dịch lại cho, dịch lại tiếng việt.
mobai_00039.wav|cho các bạn ý, theo cách hiểu của tớ, để mọi người, tại vì bọn nó không nghe được tiếng anh mà nên là để mọi người, thầy nói đến đâu bọn nó cũng tự nốt được với cả bọn nó vẫn hiểu được bài ấy nên là.
mobai_00040.wav|tớ thề luôn, hôm nào tớ học xong môn này là đầu tớ kiểu tẩu hóa một tí tại vì mình bị kiệt quệ về năng lượng luôn ấy dùng hết chất xám, ấy thì.
